meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X5,5.97626999240668,5.9203921800824375,5.8877916065646225,5.883656064864869,5.8763675715102455,5.663986048217686,5.678363899825725,6.02577211816897,6.038216039784196,6.2271049900594,6.207227544907125,6.222708343657382,6.216517277341097,6.199159181692265,6.171925175583809,6.19482006943729,6.274297027285466,6.326471134037206,6.318294741642212,6.364127739986358,6.3394271344140405,6.346615013463638,6.328164604354613,6.229033429368624,146.91670892865596,143.7258983536057,145.03267628333612,144.2080877505552,144.46409219087727,145.7794708467728,144.41262946543588,145.45758200294185,142.57866237618967,142.4973027273409,4526.537029748517,4524.985257997094,4381.073262877528,4523.985782881291,4375.939559038742
X7,1.111105930041835,1.137092483726916,1.1243220849433389,1.1272569999994222,1.137046483553641,1.13607096324359,1.2113754922152564,2.2368235600342814,2.712010544266257,2.705870969470383,2.7045190535115475,2.820236226481745,2.9718448442937277,2.920385983251798,2.872513846170129,2.8509080714464954,2.8330400115067134,2.8247419336608157,2.691598310688316,1.3984869997828766,1.1942094794865783,1.1927047018494266,1.1872651245635064,1.1842179192155486,47.28564801740415,33.92222567596542,32.49370266689601,32.82652013328558,37.39657155837036,42.70229421088092,46.662249332681306,47.19171196021397,34.55294305716599,33.34975734951974,1227.260334026418,1224.7255006285247,1209.3621850928237,1213.3595012689532,1189.1296813669996
X10,2.3059591599716676,2.3059591599716676,2.304026967739856,2.304026967739856,2.3047785995706493,2.303399169699701,2.3113670759371736,5.180406365709288,6.822605080465232,6.747298765849111,6.747494356281804,6.841427386581323,8.04934199781344,8.245781149351505,8.002927745697406,7.942002764081349,7.135743929217341,6.816075769553744,6.970904372793878,4.249319386534066,2.709895929078993,2.631617471155174,2.634660507758628,2.634660507758628,116.5016805863115,49.554478726979696,69.14885818948535,66.26014025871089,65.00760436223882,103.88357231887227,115.05316299520287,116.17665678098197,48.45739027479404,64.51652517458041,2553.149505664597,2536.139604860905,2561.745566565183,2501.632084832233,2472.924466361062
X16,3.256810064923902,3.252902107908076,3.246696238106514,3.2464794743616197,3.240529471092866,3.2394066262074457,3.422150454645839,3.67336232130367,3.9158168500305908,4.5040818245488925,4.991914635348958,5.595712327087032,7.288311355892988,7.288311355892988,5.51379785050719,5.23430119419412,5.1252895583769735,5.1007665934945,5.236337025649661,5.293929466337559,5.089715171537973,4.406920186127023,3.4745793374052534,3.424339018747036,108.06246050972867,95.83270593955974,96.7754577114886,93.77742008768757,95.83361064346113,104.1292163965808,110.28513130353629,110.11968412700514,96.2569957993351,96.51271126573458,3222.6764817801322,3216.2576693849264,3144.7757316704547,3202.6272715976256,3116.909821968634
X18,2.555615284409874,2.555615284409874,2.5563154402885884,2.558154309852049,2.561211880025519,2.567936033514372,2.797159297064055,2.723091312546178,2.645536967045101,2.6327956046824186,2.6309332011122577,2.629712392231256,2.6271503893144867,2.6272962017672348,2.6272130449484465,2.626553669218858,2.6252757358256242,2.6183336610003987,2.5090649753046863,2.50561115471859,2.507885836003661,2.5150572994912146,2.516785725447207,2.516785725447207,62.23709042566915,59.91146310189326,59.95898720964475,59.97022981507748,60.07072719304698,62.32654663720456,62.47004600491496,62.412673586607745,60.20005769172808,60.25066048418185,1887.1323312728277,1886.8431684151242,1829.9574608289956,1884.5800855752686,1826.7681401665898
X20,0.3006910989171581,0.3006910989171581,0.30043937646338675,0.30043937646338675,0.299922546036614,0.2999998796026282,0.30308762709343856,0.30308762709343856,0.3072163037980508,0.33785411650723546,0.39450215998514016,0.6655347431539461,0.8069666529988162,0.8335111657886773,0.7011384187788516,0.6370646793338465,0.6330311740390033,0.6507413046443935,0.8597500970306908,0.9701208938908961,0.9633105507583752,0.9363602063647765,0.8609251757139526,0.8609251757139526,13.827311449087814,16.539286692476455,12.324874804527783,11.40123249426255,13.187092304377636,12.928548039657812,13.791931731324969,13.830469598519853,16.573341203095943,12.355247183514756,425.2476719556253,422.99117512315286,407.3283603432412,423.3878869532238,405.49894162418366
X26,1.2396416896422804,1.2396416896422804,1.2384488728929441,1.2384488728929441,1.1028686981499403,1.1892520118459635,1.0044143856084096,0.9970695622091825,1.096972991776941,1.3061785402061046,1.310214859199013,1.282906248744324,1.2609631155417276,1.236003809349462,1.2076938588028507,1.1937119435239902,1.1946569820641082,1.1945723045780532,1.1915602610653961,1.1935824446976517,1.1960280698456154,1.1879521833063253,1.2133027389944488,1.1647663029408837,28.680852437520837,27.194011472279456,35.71179364367007,37.85517516030877,36.699824383972086,36.14531578937955,30.018655424676776,29.46263505875308,26.92858872638964,34.77511941063735,1015.3585625952547,1028.755291497972,990.6250370396697,1020.8348483340993,993.2814951103851
X30,2.031627186705779,1.2745613020447861,1.0651635768531844,1.0561361501403144,1.030755815509989,1.0293372469207154,1.0383982384492496,1.0383982384492496,1.0444106878533308,1.105680792853042,4.032346428134382,5.113952154547006,5.676438179593663,5.947214861331297,5.9701105253640545,5.883939506513579,5.721982929663122,5.408499907400373,5.173874201512677,5.163387604898654,5.104771063766276,4.674144259511949,4.756700829231184,3.6642782075384877,84.00610989478635,99.91295031975459,107.12669712195085,108.00287303616952,99.37610043519368,108.29334760176975,134.16110901906907,80.31985166064216,97.70432184422602,103.77424388675996,3154.436943080566,3187.3604062348722,3100.069674814637,3209.018344994167,3061.9071342232364
X31,0.2784627144121856,0.34256342286790387,0.3590280277078114,0.35889574320430095,0.3582739321962571,0.4808923966719151,0.5065369442810951,0.5415249746389543,0.5481043744254772,0.5549583284529893,0.5604965160216389,0.5597022789363405,0.5581325070908993,0.5620065083184953,0.5707796733919861,0.5739014660149128,0.5712206896131106,0.5591183505105645,0.5553195555678547,0.5397201771555673,0.526691106728221,0.5169119694405121,0.5052162217820533,0.35759138922725964,11.846049268658303,11.908942376230874,11.84774572931363,11.853690984740219,11.645231861912423,11.634524701158508,11.812271580905458,11.704512494911825,11.912232585067057,11.813398355702795,360.5832881242811,360.1131707613049,349.016202197794,360.7352040112886,348.4310265812412
X32,0.2681203439096219,0.23088373575248206,0.21274130841988403,0.21274130841988403,0.22481116100802154,0.4564403577750781,0.4575894810603271,0.47481719649164467,0.5012082288453537,0.532161293623325,0.5349231954126308,0.5579506905194982,0.5376613130212421,0.5307943059141834,0.5293895193781593,0.5347480134239952,0.5234527021320139,0.5136864110628573,0.5101832889415348,0.5024497078909234,0.5024718575966576,0.5230019309110165,0.5035999731684302,0.3085178834482959,10.684345208127061,11.576090525396214,11.491464392660479,11.454795746599121,11.588134586999038,11.56341800160382,11.662489062657027,10.684526331595617,11.528055498994224,11.462246114662626,353.7948476689132,354.6427628718411,342.4415643351248,354.5038225489242,343.21853419570334
