meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h
X5,6.1358268675497385,6.1503213613731775,6.14104576828522,6.0236369862875305,5.972117132540474,5.963726620506241,5.888010775943728,6.049705257296974,6.130689532225457,6.140525641393553,6.163955189048803,6.171956582409798,6.000231144798132,6.117211110911493,6.075502280150626,6.162181358614006,6.062612511557247,6.213949601084957,6.200818377351925,6.1574551933576105,6.215412180622598,6.123099613337349,6.1927864024489665,6.176617377831861
X7,1.8377647991551065,1.8045877279826066,1.8045877279826066,1.8377647991551065,1.8398150298063365,1.7976199354942857,1.7631295799441038,2.3296726556210805,2.3471752392145104,2.2920589501091992,2.251038351924208,2.267197274393825,2.3209665326818367,2.3209665326818367,2.1059126120781837,2.086625322557216,2.0569013626903176,2.03518976952941,2.0569013626903176,1.9249186144984958,1.9547820421923239,1.7146860322276876,1.7364974071672032,1.7224612830701207
X10,2.137177982106378,2.142635567704308,2.147123283769372,2.155440466673631,2.1471214984767655,2.166086371126079,2.153023852714979,4.33569900360782,6.523109087943915,6.35714108439165,6.381259203172562,6.281866563715683,6.8906045553233115,6.930830938257562,6.777673266163125,6.675427404158534,6.556756827695956,6.424994080093929,6.614091493035994,4.222096005202156,2.4913135113800546,3.272005017674542,3.2939761515410195,3.3075321644685394
X16,3.5800033115577548,3.0371169930344046,3.112758369802286,2.913831487245464,2.917193873602218,3.5165220655157388,2.928006902477155,2.9405392220529203,3.964878159876492,4.417905958936869,5.3892073375258125,5.364078080315059,6.313229185296056,6.362102908107267,5.856670465063973,6.067364556482555,5.9432664778992,5.52819136534759,5.871203790086597,5.681026420306979,5.593417245095954,4.862941469906746,3.2495357424389026,3.2785667365419675
X18,2.5518147004689085,2.5541844243410683,2.5667681518567464,2.550405448935263,2.557575906057922,2.612452005621769,2.810085041948975,2.6724201684817226,2.6226833648997574,2.6110178755064952,2.631380776770787,2.606787496117181,2.636468496652602,2.7703773285375592,2.7700082963882893,2.781905720718675,2.7825808282335083,2.770913331260238,2.6993372883706472,2.5680109820444854,2.5803089653170876,2.5637734301503725,2.5664099077513507,2.553687352339078
X20,1.2159719354579184,1.2159719354579184,1.2164724727418685,1.2164711847813152,1.2159719241088227,1.217016240215967,1.2169350225189968,1.2169379935039886,1.2169073265742558,1.2169036479449629,1.2169066885878868,1.2169120591424694,1.2170826602045823,1.2168370554846877,1.2168370554846877,1.2168426269347556,1.2168426269347556,1.2168426269347556,1.2168426269347556,1.2168370554846877,1.2168953025307374,1.2168913338640432,1.2168853580776697,1.2168828004779235
X26,1.2667383363360263,1.2615699819222521,1.2595856455988792,1.2543095177376067,1.445754966170686,1.3735865733485548,1.2759842466437084,1.2724174039911524,1.3059628995843762,1.3819541987711905,1.3819541987711905,1.3570185247708508,1.3260751977901584,1.3505916993983207,1.249337085282327,1.2447537041064762,1.2771507909399498,1.2786434542167746,1.2653451914326692,1.2493378359866907,1.237358352218507,1.25496526789959,1.2080302837027446,1.1535090497365348
X30,1.9633230491481943,1.0662981702245138,1.0747360994247763,0.9727674499438487,0.8147694528502566,0.9114075054585533,0.8496785372279213,0.839548262735649,0.8428895105915193,1.008793875800251,3.7882283291525782,6.3463151994675675,5.4906166065049264,5.786752664640927,6.281280447944329,5.935824969820075,5.2073399814617956,5.303345562212862,4.839922458985828,4.807931319176097,4.21454848079193,3.488977010742648,3.6764717041469477,2.8749792383828012
X31,0.46302986656144485,0.46401562713473427,0.46420219040643135,0.46103666764208545,0.461002094225497,0.49577786162364706,0.5164682899600658,0.5179998657632807,0.5212537065249211,0.5738768598558897,0.569220155695473,0.5865680639845144,0.5920632467075048,0.5780196275205454,0.57859805559769,0.5822089524289884,0.581519798740749,0.5586573594034574,0.5824058986273234,0.5439199251500255,0.5395608722204865,0.5073620726376972,0.5167395156007917,0.47139240058497484
X32,0.3949804657244632,0.38966508768920083,0.3912271188263111,0.39320835472299626,0.39187864732532807,0.48211433268973586,0.5224065051945164,0.5517389548107757,0.5540914981116096,0.6636564763984405,0.6286178989050984,0.6270987375877148,0.5819713257080408,0.5944647677182316,0.5944661306201526,0.5965833539198364,0.6127058753459359,0.602018779228907,0.6472552373075141,0.5931851538014579,0.5863761798919502,0.5890544453454564,0.5952181515562214,0.42301087608878696
X35,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901,0.00816164030290901
X37,6.4884943247999285,5.942459836522607,4.563652032595007,4.445139845808351,2.5086361118331806,2.426165981767549,2.3263616470343997,2.4653778740573618,2.4222651340960426,2.5490435898494637,2.5726288342903976,2.5081126525156066,2.462481591723666,2.460935759992943,2.5718350417841687,2.6450727904676947,5.459835133109878,6.972564690135874,7.585114213284697,7.241990897273657,7.273297401231369,7.39564093614229,7.514209152499952,6.6789441322919805
X41,2.047153792483674,2.067583027839005,2.107283423340509,1.9627672877985989,1.7604403885312208,1.4607695091722293,1.780005352942693,1.589336741748691,1.473872592561963,2.0712973064464286,1.6054364986583238,1.6230757368461215,1.638852195903412,1.771610458377192,1.819368373924541,1.7793195138006448,1.9041393475011916,1.7654113712792618,1.8262747411827513,1.7848164135495002,1.7231288398027955,1.676081294932513,1.6986789649639473,1.6850888606156094
X42,0.8933213997018493,0.7562245497888105,0.7192249448499253,0.7477684751263795,0.8149206112525098,0.7301134867708794,0.7494846278037588,0.6534506029999698,0.7142718609239069,0.7687617904616442,0.6632313023389684,0.7115598003721859,0.7578995609875299,0.809919431194736,0.7083484734153013,0.7451016192718038,0.8027413210391263,0.8217097423300715,0.843425434835552,0.8919390825326979,0.8746511977096378,0.8591152399818409,0.7661023418108508,0.7863194682823953
X43,0.506042213994664,0.5019123267181751,0.5023178057820596,0.5017524004270508,0.5104548755951012,0.4954822861102561,0.5008873830970527,0.4824343165157672,0.7196776461894281,0.5772356018385054,0.5548809137529253,0.5376472815021538,0.5829576254150513,0.5383730546481018,0.5430267273856946,0.5206659190019317,0.5388828277364373,0.5338648130142915,0.5352024345857267,0.5851049471830427,0.5024621966734303,0.46896914296407044,0.49421170534985137,0.49703128717040385
X44,0.4381139742026231,0.3879460836984181,0.379066294578769,0.42092917728759394,0.431705859585786,0.41020458824149897,0.45084942388165083,0.49299284028554774,0.9149093397399942,0.8101425378401231,0.7817939076054353,0.8605362418133756,0.7740247927286663,0.8007405376320903,0.6619651824323934,0.7573068113182542,0.6436792587268865,0.6483244269321968,0.6310301506876518,0.7320727608245248,0.7217600370963883,0.3863346110229563,0.4680696761370602,0.4435558065961154
X47,0.33589997713895425,0.33589997713895425,0.33589997713895425,0.33589997713895425,0.33589997713895425,0.33589997713895425,0.33589997713895425,0.33589997713895425,0.33660926528809143,0.3358999424269636,0.33834979365895784,0.33834979365895784,0.33834979365895784,0.33679349062429703,0.33679349062429703,0.336868739461161,0.336868739461161,0.33679349062429703,0.336868739461161,0.336868739461161,0.33589997566719815,0.33566538529956635,0.33834979365895784,0.33566538529956635
X50,6.903394033986936,5.731531884906581,4.477283183236478,3.4405596704796335,2.9199130053245006,3.04932183418559,2.6157713671254705,2.3957389468653694,1.7055384805092872,2.252612999835441,2.4024174358273926,2.516256011729724,2.559528968657469,2.6725628844323484,3.3164373359755976,4.888698105848189,6.860198949083918,7.636285631152157,8.953089195070254,8.60145323716383,8.805185500296687,8.87937575939873,9.131770782386036,8.175851722986897
X51,15.975860331617211,15.295006613895346,14.390290271193246,12.776887254475445,10.439955272216748,8.788493090889219,7.318936891263048,7.125615925029185,6.913002795885473,7.930642047541902,8.607917642745798,8.980288362984494,9.500491465200874,11.739113980969206,15.753416521069349,17.491812722781255,19.30198905956051,19.017268170511954,20.073267409998206,19.045874906212916,19.114894471477125,19.4530704812986,17.457050203270782,16.79617594176497
X55,12.215198597780027,2.85564942045077,2.9680443464557302,2.397357263891862,2.393806426808621,2.4640687946414843,2.290957742394385,2.19990209533443,4.813771835061146,13.196394203546525,15.980449219719148,15.683181864696833,15.218881171106997,15.873633048608209,15.81663743322081,15.939063705265681,16.41886053817193,17.98194645401937,17.88725988064788,17.683034624631947,17.795208121742046,18.14868224885396,17.33691306121438,15.692303840991503
X59,1.5549029497824032,1.8928787925013293,1.8524776195985897,1.46516076092882,1.508614826797916,1.5455531781452772,1.5459181288091952,1.4159764086660682,3.73814406228023,7.2061221616114,8.727557381874133,10.849552755045487,10.913917115913433,10.205119897455473,7.144476580773217,6.274205335317001,4.559386863635697,3.958173832661021,3.743875401571204,3.6050229071504734,3.5807558342577117,2.79198336193328,2.3499501666387546,1.9476877069706562
X61,1.0546293263975666,0.9995962063454102,1.0132730288104763,1.0447238158955057,0.9240347173937546,0.987842903762526,0.8727261247353699,1.3060598535829933,2.8539118669757544,3.615846947574726,3.9279491739103167,3.867066106798952,3.8325967127362675,3.6360687046526867,3.769192897800683,4.175634679646723,4.00786004959952,3.9918385323765637,3.8634182081976323,4.019989844341898,3.7134367083381585,3.0564304645090425,1.8979487594748297,1.2953140708107171
X62,0.5504181654752266,0.564754412750794,0.5628271783278742,0.5462549130234525,0.5490112646546774,0.5460436829834585,0.550330339249252,0.5479417554697913,0.5505222104290369,0.5461508061605297,0.5403732467389263,0.5387261814868757,0.5352093581774024,0.5343726170162558,0.5364800661061536,0.5382213581040836,0.5388670501863453,0.5342963205647763,0.5400687746857921,0.5480683084989821,0.5465848534097216,0.5399863881270934,0.5399863881270934,0.5399863881270934
X67,0.47293915565857236,0.4767863369496781,0.4424566057710906,0.46102163900884485,0.4891294956336597,0.40113542827084575,0.42245337395803584,0.412757295736506,0.4874057705943766,0.43062589681503466,0.4966869429885968,0.5071916358278362,0.4232675435563236,0.49055991113217284,0.4629910959124761,0.45090155707852214,0.46198603495042356,0.4180643675108072,0.4284281522637873,0.46710485964678056,0.48301698531371223,0.5210735471254877,0.4626848456332703,0.523276008244195
X68,2.0487107086347596,2.071420060848374,2.072602512955325,2.038075924674154,2.0158865843928138,2.035618386359838,2.0569511420333044,2.1066170409066305,3.648509122077437,5.301348206011623,4.873581192722805,4.888385184111286,4.839584554574335,4.848747577246664,5.157301611619918,5.1084773270278845,5.1153688268878055,5.172875985424297,5.1064075914387,5.101404330401772,3.9188440139410483,3.407445342720797,3.407445342720797,3.407445342720797
X70,0.3162027172237668,0.3020287860730976,0.2999455688700772,0.31299424331177794,0.33240538871128356,0.27138023567210434,0.3090271553409143,0.3062864840566962,0.3231440923681521,0.32669718846130863,0.31984337648272454,0.33618626140838226,0.32173409436176303,0.3674601342246158,0.45689526884965376,0.4376264025941351,0.40011868102103376,0.36111566126574896,0.376319558424708,0.38243116028191837,0.3241621862207375,0.33869339145486277,0.3411166973166265,0.3429351261719815
X73,0.2781392742331604,0.2781392742331604,0.27827443013833936,0.27827443013833936,0.27827443013833936,0.2781392742331604,0.2781392742331604,0.27806971043810047,0.28419974856555164,0.2688126024921755,0.3081922645638788,0.30765199147744104,0.3427911797650282,0.2884674971457273,0.2914733536289984,0.309998921110387,0.28104612187694034,0.29197875634532533,0.28808466143199346,0.3076436632091001,0.3076436632091001,0.28289869560327885,0.28289869560327885,0.28289869560327885
X75,0.3646080832172539,0.3259723395866142,0.3005299789694155,0.3448719604952649,0.3434482716201883,0.3512523984643017,0.33270349518181774,0.32101199224808724,2.058436633634751,4.093464340515217,4.1175105527548865,4.470176010831227,4.491131933523777,3.230672277560591,2.8283220859254925,3.0864449410242525,2.7894763651076624,2.9509566817886483,2.939449103217213,2.318517900843345,2.509146118497103,2.4524495072436245,2.0243178056183235,0.7774688337047073
