meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h
X5,6.357605133696425,6.395051524263663,6.3777123174815795,6.4648481512648575,6.396452172785096,6.2406460651023625,6.0703984011525325,6.114075853783734,6.38520637796157,6.346158506693975,6.40066861527121,6.387043011484407,6.132934569261827,6.213279525755055,6.205813401213813,6.310249305999843,6.345144164536438,6.344214355338641,6.320920462215016,6.430554176574318,6.4317066913410015,6.420889070202627,6.3420940716410605,6.300789884122061
X7,1.9089773497686546,1.832526983490338,1.8378246549853272,1.8916669351365016,1.8929661147586438,1.83266163924001,1.783197717650158,2.206396855685931,2.325974966132995,2.1104993876992015,2.4876846764295246,2.4857638848253467,2.4419824373158567,2.4073238437493654,2.2747406969535824,2.1672115410227697,2.157236023376392,2.125674627376924,2.1248446987783645,1.884893825136205,1.885124972616355,1.7800862856052422,1.780473635362356,1.767991550225752
X10,2.4559095530879134,2.565590291131651,2.4558251688472352,2.3716745755955686,2.397266389215559,2.4406289415127578,2.2734413805048383,4.591211353518828,5.775449796970834,6.295553687912688,6.655655808861927,7.036191849184058,6.988659837878261,6.715955846956038,6.418508195129298,5.899801488017706,5.703999637010972,5.312862977708814,5.33848624228504,3.8185744337305474,2.933420763401712,2.591625896456791,2.5112889732831847,2.547569600077902
X16,3.6989969293272473,3.476765094837216,3.463290259014458,3.332165624852195,3.365237899738489,3.6725321202465664,3.466448768194867,3.4779509188875655,3.9639499054314036,4.6597243466438325,5.477344189799425,5.689292449208276,6.417436519335483,6.473332427746855,6.61183478556971,6.937234068380711,6.666100744780002,5.916157016442216,6.766067220440873,6.458965262527439,6.171663147147159,4.9686480545116325,4.0544165984664895,3.4340497135762704
X18,2.550379408761887,2.5457012248451223,2.545687113602574,2.5471818484789432,2.560675128419558,2.5849297382936216,2.7552109836803718,2.663002640823815,2.6058823274704914,2.5992826117206893,2.585316490751598,2.611020145201379,2.6131839552482057,2.748743468064974,2.7358101647978765,2.7602879941430927,2.7655841024211156,2.7386476139893814,2.6847123722463304,2.580144887706852,2.582974092890492,2.5643595576720988,2.5539736488009996,2.5409714504585588
X20,1.2154214693838812,1.2157449637050513,1.216856107882349,1.2166047231393835,1.2167022130641736,1.2184913117405447,1.221248702614472,1.217513848836778,1.2269396990323185,1.223785009254509,1.2250197830854996,1.2222365540403852,1.2250156416779154,1.2240573133966013,1.2231787050765472,1.2229134534189046,1.22273186004394,1.2229122569489954,1.2247620910322916,1.2337047040212359,1.2379749777988565,1.2379370855644256,1.2356356580630818,1.2349953347434934
X26,1.2231959860517863,1.0767965679557707,1.064462196950565,1.1351187030656327,1.3059639832301762,1.44778960590972,1.353702857639407,1.3241176684595979,1.3927929093953413,1.7116269494091525,1.7531499973176121,1.7661318946699776,1.7100347692337206,1.584211603428139,1.476958466926622,1.4678836600343352,1.5579177273723794,1.720676762598452,1.7131293956249545,1.5671374888108456,1.5571905714506111,1.4572183103037677,1.2668381294999684,1.193636125604791
X30,1.9088926036911145,1.419702684201953,1.420079890589223,1.242190512440313,1.2243451818351865,1.2605535369087975,1.2053789171116895,1.1880335813648248,1.1585014662422384,1.140369873832298,3.1958961908356334,4.513371640670413,5.215236356030679,5.795461077040754,5.930965137949057,5.979301109379504,4.932399728598108,4.692938882050194,4.333613377620704,4.244228473093035,3.465616125620622,3.444894069178749,3.3120733905249105,2.827796287929771
X31,0.44454734788821226,0.44649706611738504,0.44635854969868805,0.44610225052910235,0.45107446766777515,0.48262053898551155,0.4859834072762368,0.49247015446045617,0.5067351423821277,0.5305289563098978,0.5269643030626157,0.5474827140247421,0.556185940477198,0.5507496055685968,0.5655422590693128,0.546956741836283,0.5477703872393354,0.5379284912512691,0.5390760113580798,0.5152030980612194,0.5083779374193219,0.4920136765609055,0.4945828688381939,0.4496793381141524
X32,0.3881563053881496,0.3766948566691172,0.3717671768418551,0.3795665011528854,0.379396725943946,0.46351727003152193,0.49113373469594573,0.4980152212660175,0.48582108119464756,0.5703625944975766,0.5559247331459127,0.5644836189304578,0.5340210390878133,0.5465647382914904,0.5314286626082334,0.5559455915030346,0.55849026166193,0.5362863401151822,0.5359892981508345,0.5400282943545324,0.532850517719237,0.5008759413663308,0.5126539033258324,0.39974930491758287
