,meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
0,X5,5.433087143139622,5.38708144334348,5.276425155576897,5.2342933646931105,5.234851379932163,5.243093911530668,5.271090942748808,5.395537346090187,5.774979216744187,5.576322626253086,5.623525245680779,5.6691043790176625,5.6704776010069775,5.669414729481682,5.665916357182379,5.665279303467498,5.740750788328209,5.883644817956194,5.674951295888031,5.588766757644847,5.7204924020672046,5.805594737714662,5.686004639396843,5.466897316177786,133.35758290106298,129.4412889229191,132.3209352212007,132.84168791984754,133.1509018730538,134.0470914607779,133.13683877677437,133.51698428868835,129.02003339386326,138.61198479520417,4248.322348932418,4234.434903729842,4079.627967581882,4211.496909004934,3974.646610951843
1,X7,1.0668730791413852,1.0520026794939668,1.0164517003786886,1.0029158548516959,1.0033255467511268,1.0068582896642606,1.0189698521471127,1.3023271445116245,1.5454620480924788,1.996582884209118,2.01744689728299,2.047283330286338,2.047910790322798,2.04678446285358,2.044713097198744,2.03268480161674,2.038290507772858,2.0152783025238827,1.8955814403343396,1.501280154995427,1.4573324348972871,1.085197569035008,1.0619930537582485,1.0058040060146174,36.30934992813432,29.44317375998765,30.346662258579304,30.571896390766685,31.376417328515803,35.55964081594764,36.24767665063779,36.49345668170895,29.545565311732652,33.52418305512995,1093.8016221658534,1087.0569971469292,1052.8083208272199,1073.6775194103589,1019.3264234919651
2,X10,2.1324129053895176,2.1104460191523584,2.0568179488180443,2.0362984315136785,2.0369194994774835,2.041275168359519,2.0549137067249674,2.570085300494984,3.3968315150414266,5.020366506793229,5.1375850602317366,5.2780312673367415,5.28185931382596,5.280858364600142,5.272295069659895,5.201533983118141,5.160931952812678,4.984274236724774,4.747401678532617,3.855912836098215,3.408173079334027,2.202899812752439,2.1662521550568625,2.0803391436784953,85.51471495552794,52.57452086243282,59.17410816847371,59.3442021266067,59.86822441593346,80.34188948870508,86.12514464168709,86.64728639978063,52.22995612059844,63.20066724954796,2240.407013503358,2229.9450769440164,2186.5696201894566,2189.7117079170084,2088.2027080480457
3,X16,2.6712320470328175,2.645486546946088,2.5826336931307043,2.5585845298202683,2.559312430221963,2.5650593525588157,2.581046790742913,2.654642932441898,3.2199747509158083,4.856973178964283,5.0057594028789385,5.184836860436035,5.188834157858239,5.18850104679035,5.181839705450943,5.156411106655052,5.209355137994975,5.288272105339737,5.089925134729782,4.760334565793795,4.6291438075899425,3.2585158417381117,3.0851740609733396,2.9465343996315134,94.06838358663632,79.90111667422718,84.35585350067832,84.7947194630895,85.08134936808969,92.7277867303182,95.2792697635519,95.61278800511853,81.05024729660839,90.18840693442365,2878.189882788222,2863.6586180023196,2771.8345420663827,2837.670114997967,2683.2019414091806
4,X18,2.562133390816869,2.5372312882980723,2.4762448936943535,2.452909887015937,2.453847127796985,2.459710148838092,2.4752251506008935,2.53858858516456,2.5628334966310975,2.522436477187301,2.53953912768093,2.568022396267535,2.5697405629168086,2.571826882771328,2.5704955732790133,2.568638994301905,2.6007417149620706,2.6559149887944953,2.540607303970368,2.4819975523656774,2.5482475273692606,2.606737371917605,2.566675092726679,2.461136619965223,60.89148215533305,58.73350268034034,59.63097564724217,59.920432553197564,60.0946682827757,60.93014611762797,60.661795785692625,60.83889772998647,58.42017129092084,61.39737089129532,1901.970755233745,1894.4168676579206,1824.8372432045774,1883.3696944590856,1779.4659681936166
5,X20,0.1943797595075638,0.18137374361872402,0.16088274216400095,0.15309007870971023,0.15340306777729398,0.15364259020994547,0.15881607759783012,0.17802768432709767,0.1535864654990315,0.19309919173129642,0.20167428794800288,0.2126104636178445,0.21301688191859705,0.21376447028264828,0.21339337624618412,0.21436732289111138,0.22758934231239053,0.2529707613605025,0.21436823790988543,0.20305635331837213,0.23036615372715305,0.196017594805269,0.18711644664272892,0.15387116354976516,4.614484257672949,4.533453756757013,4.620721804542299,4.722311449321652,4.785195478720933,4.867500855424054,4.612305144328984,4.678127029446303,4.50595789730089,7.76383515865855,214.3919760341276,211.19044884348654,199.82345849179725,207.88677578123827,197.80311880054597
6,X26,1.1796960591154289,1.153946340965836,1.1175062660072452,1.1032920709864915,1.15278819176407,1.1949640313220518,1.2048073041253193,1.2343833236595418,1.3328367018787257,1.470880951643306,1.4846104478194206,1.4940113396116574,1.4958257401012027,1.4990481969200875,1.497474536653362,1.4974102215051164,1.5225223442294866,1.565864715342283,1.4754060084436489,1.4512438020757141,1.5019851007039238,1.4015604885259447,1.3759481184261069,1.2737796504997998,32.68179195232576,30.353657308716656,32.81543564481022,33.060114595663876,33.149708092976056,33.30362534396758,32.6064138416854,32.55133568948379,30.205040345045163,33.60757549421037,1027.9499989427534,1025.1988610535047,983.8742298379519,1016.4427040159151,962.0226976308427
7,X30,0.7916138497142604,0.6382809689126818,0.6057187197416544,0.594940003570996,0.595448706269667,0.6240828694396068,0.630913083968454,0.6587862882763202,0.662592064967814,1.3398584487010115,2.7734636699809174,4.37050152795638,5.188774543001019,5.895073699701086,5.94356572300151,5.9484646906383585,6.037436631854232,6.168461247970156,5.898314610468213,5.853585054179894,6.08211052162451,3.284293402918269,3.03056658662506,2.664439609099154,76.28128652258121,81.2987681820688,82.77988066141803,84.56246583976305,85.44349487148604,86.65163949140283,90.79903096749649,72.5997779555332,80.1823029407328,84.47268945007228,2584.9409598419966,2583.1712739237705,2477.523740643285,2569.673034103243,2414.963472421717
8,X31,0.3366618989703931,0.33842682637656374,0.31541594867800576,0.3065859493868232,0.3087080239587312,0.4192602581376103,0.4270954487450788,0.4506812259724201,0.48197211469817713,0.5759742524633851,0.5839030552124456,0.5935356857420802,0.5929719211839078,0.5932115013112691,0.5920558910995215,0.593224364138482,0.6101128172834713,0.6421109981505557,0.5896937205991764,0.5661027685746733,0.5915940954246621,0.5116928142525408,0.5000446053052695,0.41428841680894235,11.935324602474186,11.723063769263243,11.862329965760562,11.986886721660596,12.055992931507676,12.14916432366764,11.799595962000003,11.887454521402988,11.614781213815629,12.293185060167854,378.12975681543907,374.63491229117193,358.34168622074066,370.5273897480412,353.0069353523311
9,X32,0.26484899353206776,0.2665190992297553,0.24474449375941928,0.2363888911010777,0.24000038166621773,0.3692194811577136,0.37677841586106925,0.39953259746571645,0.4550162728973201,0.5759742524633851,0.5839030552124456,0.5935356857420802,0.5929719211839078,0.5932115013112691,0.5920558910995215,0.593224364138482,0.6101128172834713,0.6421109981505557,0.5896937205991764,0.5661027685746733,0.5915940954246621,0.48458012101628245,0.47292535917645395,0.38857683405734433,11.323622012104067,11.120572186622482,11.258257518849048,11.380393156698903,11.44699917044215,11.539481410462685,11.185748245796344,11.273425546187347,11.02388494136417,11.686381031219739,359.37203689957136,355.8658070658664,340.2215852346984,351.8546026445037,335.29036495595017
