meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h
X5,6.037734658670635,5.989381468798269,5.951982615854597,5.950181799665252,5.94500915124574,5.889245444392785,5.907740771266593,6.05616542364738,6.0683433288795285,6.068943469094606,6.01368926339266,6.046878853131334,6.052668132157669,6.062936923697522,6.126710068954482,6.199500504069771,6.265811859221237,6.337895723563542,6.297195032994203,6.347743312138004,6.339345318728153,6.333176958800527,6.293370071635838,6.215800886819318
X7,1.3991573264949193,1.4083306333407852,1.4014671645445365,1.4028740723979731,1.4061940400391104,1.407428190673809,1.204588190773798,2.2176832188749063,2.417915715449866,2.3634102548358147,2.309173435966599,2.3325324933874443,2.319289430610346,2.2778805539213045,2.274030038432984,2.2618385963114367,2.229745107939116,2.228612978836329,2.2164474107426337,1.4320261208499745,1.1345799758384223,1.0960318228244283,1.095471468097957,1.102418107636897
X10,2.3762837382944784,2.3762837382944784,2.3762837382944784,2.3762837382944784,2.373312144369086,2.3681417695842284,2.3433510628646697,4.9628615808604435,6.279095703946715,6.009113757329965,5.971232858822561,5.963961135826592,6.195959361974588,6.295457558817134,6.2041769658150985,6.012289067310794,5.825245124458932,5.763121169047596,6.0202741032285685,4.2800743370800465,2.7680925434717887,2.6402318259800834,2.6402318259800834,2.6402318259800834
X16,3.3328332879059124,3.3327926336395803,3.3326799114945347,3.3316355179085146,3.3293522265990365,3.405978564512547,3.5376680769420776,3.625682065788194,4.056611087822966,4.5573509523294975,5.176724484751886,5.610188449002693,6.207338327532799,6.181468171450876,5.796705031020114,5.958614636425975,5.8337748727890215,5.794563142663983,5.832244991925706,5.577939092148738,5.550452701026717,4.725574381546489,3.554800439954598,3.482653734892346
X18,2.5576193396333067,2.5576193396333067,2.5576193396333067,2.5576565610697126,2.557809767965092,2.5746203291341248,2.6747133885514414,2.6722339980258596,2.65518415125734,2.634010948444125,2.633786717161734,2.6330089969417005,2.629559680198879,2.6307065412681254,2.62930590005549,2.6289840484746687,2.627301012500525,2.6228549276086426,2.5226640595221217,2.5190500552967983,2.520630796647359,2.5231593056317925,2.5231593056317925,2.5231593056317925
X20,0.3237394296439107,0.3237394296439107,0.3260927767868365,0.3258598477651964,0.3229942383654493,0.3090776544797395,0.30515819551838513,0.3051753692637571,0.30646911901409984,0.3012219749145749,0.30599447456038964,0.31105496494211027,0.3133641096926324,0.29471943518925603,0.2697553441593158,0.2701223597365588,0.2701223597365588,0.27405647579946923,0.34678982115282275,0.3966839914394155,0.39873921519845407,0.3935816891505303,0.38567776158726935,0.38567776158726935
X26,1.2328078739760742,1.2324769780684899,1.2281078408487562,1.2264715305964815,1.1034747149845816,1.1201680831994691,1.0134413757459393,0.9979032020046188,1.0458356505183866,1.3481269076137292,1.3636809059435375,1.3534965286630571,1.3485598334839395,1.3392207049517402,1.299030430774522,1.2438567742385085,1.2459019358000158,1.2311152576060858,1.2190403783856274,1.202592632632438,1.2072733655936758,1.2309841643763906,1.2035169268191483,1.119435728781188
X30,1.8252100683118484,1.1802489402580083,1.0002493034349065,1.0002493034349065,0.9990970873920301,0.9902435547463535,1.132068991479143,1.1571324904249043,1.1565495812191127,1.161972135613638,3.470498940987361,4.522629920212342,5.142000195109251,5.417223540136847,5.432331878692433,5.669224308678758,5.583418067026729,5.3950817777942515,4.923933119285662,4.913472774964164,4.894695366519454,4.429893775458947,4.550744102501899,3.483800139744556
X31,0.2775185464571149,0.3410970746044656,0.359700789844425,0.359700789844425,0.3610990558539289,0.48754422578752604,0.4974107162693591,0.539410975304012,0.5430266808248677,0.5422941317743641,0.5470866973414776,0.5459460195769339,0.5409478638868234,0.5410823003649562,0.5524052972080278,0.555104995419408,0.5492090254501586,0.5368105141335929,0.5278805205722675,0.5251724492157591,0.5174368870964993,0.511630509391831,0.5013277051116891,0.35645519607544723
X32,0.27031719354145367,0.2357580731179865,0.2148164651333106,0.2148164651333106,0.22756345178203297,0.48997465373703164,0.49598429932231075,0.5149761903819229,0.5358168652106334,0.5505511570012253,0.5524360892425578,0.5727356257170887,0.5344857004933213,0.5221921975372816,0.531170876806021,0.5321861773143386,0.5243135019772878,0.521753941822527,0.5198166756253936,0.516527594856926,0.508439073973418,0.5235032764657528,0.5040322166149993,0.30227775525301953
X35,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516,0.0060018472987556516
X37,6.505541324756098,6.090505356470003,4.999003144952306,3.326010802965401,3.0420199118872966,2.8795618177937774,2.898821366611228,2.899136907780439,2.894491998337302,2.8832122602701444,2.790584959721099,2.88068971345861,2.797138416386287,2.843001308157059,2.9572969184517026,3.1111978289016893,5.502316842603291,7.735971926600666,7.726835306690902,7.672675866034433,7.743066897930513,7.838471361106936,8.131958116217127,7.993869185848776
