meter_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
X5,6.345481628799801,6.3035449276588595,6.262509409040335,6.176149781966853,6.071968231223819,6.151046486431666,6.046505803425568,6.292816396673455,6.37043480673366,6.332860010166236,6.1631443152398955,6.173618375651598,5.997830979936785,6.091386129042335,6.26952684549848,6.416680326936224,6.46894953611214,6.409061644114079,6.356713744990187,6.311806734662443,6.338700033013311,6.2958087278647685,6.21062120197397,6.160229818290987
X7,1.2968427332491042,1.2244204795355742,1.2106110987479364,1.2784052111541504,1.2391746553516654,1.3156164210263652,1.1428521111857366,1.7327823675123903,2.03044393080733,2.1823845153886667,2.214880639806728,2.2970994885825236,2.3626529086720227,2.210993090361563,2.1464402617914686,2.1218782317603635,2.0873989799409682,2.0469199937233,2.05684776136703,1.668094955091524,1.4107972894317498,1.2569988572365802,1.2715193407078769,1.2326304734451357
X10,2.490540488855694,2.1717298199966537,2.161720119899842,2.3970340830794745,2.3990731553722493,2.36226429602304,2.282394143634148,4.01056098226464,4.967819068882222,5.410220741087277,5.928863399734419,6.260631859027849,6.696311352956822,6.6104662560531775,6.411798709176841,6.136161283590864,5.451020869458254,4.7321672982923,4.589204066223491,3.710620904483531,2.6788107180404546,2.2949781588102436,2.3371883959347985,2.3055161119296033
X16,3.3581019970450283,3.510831395600353,3.505641244647492,3.2007868251960034,3.30774255860622,3.2433484732102933,3.17334407974935,3.2321135027125,3.5520679600571716,4.373968304199913,5.488493397732333,6.038505894754836,6.460301916457551,6.433175002540499,6.077957169127652,6.157025345516459,6.06574143743781,5.997073467261831,6.238490516913222,6.063849361048311,6.082698410634257,4.839303535809696,3.625055397443175,3.4387917230434684
X18,2.5469817761822156,2.51554593820794,2.515410778974434,2.5423691313018395,2.562295315440069,2.5489888518312305,2.746849879714011,2.6691534821987255,2.6120039345800734,2.603562703056288,2.5831749932036345,2.587718004410654,2.5919338659621993,2.589197337708315,2.5976256364855836,2.616388618426988,2.6236297695721498,2.5946602852120586,2.549716436405589,2.555859437183136,2.5578198781521593,2.5393202405166044,2.5403326676936793,2.53876732941672
X20,0.2927901826622076,0.34184011752463006,0.3437071763384396,0.2699403367577892,0.3881575548348424,0.36954232944263987,0.437093372958761,0.3894905258933411,0.4532368389250494,0.43647255011725883,0.4571536389469638,0.4825805651145988,0.502937409581302,0.49376200278060234,0.4340502521367696,0.3932713358299924,0.3975701235114588,0.40554121523315967,0.5001968217251275,0.5231941293414301,0.5260697464030896,0.5157946445991396,0.5024326963978045,0.49969170959142906
X26,1.0739913704000177,0.9722389374363953,0.9715699672244771,1.0499611035277279,1.2277273538521158,1.2681464669541236,1.1556590809505758,1.1295895793825186,1.2376281706086723,1.5659044335016228,1.6105437739076338,1.6069393395599052,1.458070175532053,1.5531263305965366,1.4633445794740991,1.4104306333353116,1.356834704590336,1.438933944260942,1.3964147025696592,1.2733261493105303,1.2583471779531423,1.2360180899028572,1.1326713781652629,1.10439814987175
X30,1.2288643480090276,1.0606099305301036,1.0198499221890107,0.8685448100462451,0.8220988706083947,0.669766203971943,0.7692985857763377,0.7298203766765573,0.8428852850599285,1.1766102533805802,3.362036549680235,4.668319274347116,5.858083557319826,5.1408270960666025,5.3323585780460565,4.7786233620111,4.840971463868934,4.495585849811482,4.484438440022743,5.515566238356895,5.368671781685843,3.96843482615697,3.4288738140672486,2.3450283126007365
X31,0.26978437886344675,0.32378479411563693,0.3459736590487167,0.3485404734741453,0.3536403432029122,0.47173466326136193,0.49211655095330775,0.5209393681196779,0.5211271921945255,0.5324262326444107,0.5481877031235693,0.5477166119737856,0.5262664356097699,0.5218389877514802,0.5293020818245799,0.5295086944413188,0.5251333772290165,0.5084352202143076,0.5013074512780384,0.5021593839517658,0.49952542552943885,0.4710489022221584,0.46541577592454225,0.3048618648775747
X32,0.2654150167440332,0.22846725370151064,0.19335566098755186,0.19270321202342047,0.2132583173380145,0.49868403415888474,0.49713739717412764,0.5050424034116654,0.5121492261070082,0.6094203303868516,0.6062230163659188,0.6126972298701623,0.5515496124224245,0.567972199354561,0.5650986870485357,0.572145080599622,0.5690145107362665,0.5658990757223233,0.5794656635922669,0.5718387556066559,0.5670969605133218,0.49995640832808036,0.490333413312494,0.2341827896872024
